pressure,wind,class,radius_major_gale_axis,radius_minor_gale_axis,direc_major_gale_axis,image
900,115,5,250,250,symmetric,image/HMW816101818.201622.jpg
900,115,5,250,250,symmetric,image/HMW816101900.201622.jpg
900,115,5,250,250,symmetric,image/HMW816101906.201622.jpg
915,100,5,250,250,symmetric,image/HMW816101912.201622.jpg
940,90,5,250,250,symmetric,image/HMW816101918.201622.jpg
945,80,5,270,270,symmetric,image/HMW816102000.201622.jpg
950,75,5,270,270,symmetric,image/HMW816102006.201622.jpg
960,70,5,240,240,symmetric,image/HMW816102012.201622.jpg
960,70,5,240,150,E,image/HMW816102018.201622.jpg
970,60,4,240,150,E,image/HMW816102100.201622.jpg
980,45,3,180,150,E,image/HMW816102106.201622.jpg
992,35,3,150,120,E,image/HMW816102112.201622.jpg
996,35,3,90,90,symmetric,image/HMW816110300.201623.jpg
996,35,3,90,90,symmetric,image/HMW816110306.201623.jpg
996,35,3,120,120,symmetric,image/HMW816110312.201623.jpg
992,40,3,120,120,symmetric,image/HMW816110318.201623.jpg
990,45,3,150,150,symmetric,image/HMW816110400.201623.jpg
985,55,4,150,150,symmetric,image/HMW816110406.201623.jpg
985,55,4,180,150,S,image/HMW816110412.201623.jpg
975,60,4,180,150,S,image/HMW816110418.201623.jpg
970,65,5,210,150,SE,image/HMW816110500.201623.jpg
965,70,5,210,150,E,image/HMW816110506.201623.jpg
960,75,5,210,180,E,image/HMW816110512.201623.jpg
960,75,5,210,180,E,image/HMW816110518.201623.jpg
960,75,5,210,210,symmetric,image/HMW816110600.201623.jpg
960,75,5,210,210,symmetric,image/HMW816110606.201623.jpg
960,75,5,210,210,symmetric,image/HMW816110612.201623.jpg
965,70,5,240,180,NW,image/HMW816110618.201623.jpg
970,65,5,270,150,NW,image/HMW816110700.201623.jpg
1002,35,3,90,60,E,image/HMW816111000.201624.jpg
1002,35,3,90,60,E,image/HMW816111006.201624.jpg
1002,35,3,90,60,E,image/HMW816111012.201624.jpg
1002,35,3,90,90,symmetric,image/HMW816111018.201624.jpg
1002,35,3,90,90,symmetric,image/HMW816111100.201624.jpg
1002,35,3,90,90,symmetric,image/HMW816111106.201624.jpg
1004,35,3,90,60,E,image/HMW816111112.201624.jpg
1004,35,3,90,60,E,image/HMW816111118.201624.jpg
998,35,3,80,80,symmetric,image/HMW816112512.201625.jpg
994,45,3,100,100,symmetric,image/HMW816112518.201625.jpg
992,50,4,120,120,symmetric,image/HMW816112600.201625.jpg
994,45,3,120,120,symmetric,image/HMW816112606.201625.jpg
994,45,3,120,120,symmetric,image/HMW816112612.201625.jpg
994,45,3,120,120,symmetric,image/HMW816112618.201625.jpg
994,45,3,120,120,symmetric,image/HMW816112700.201625.jpg
994,45,3,120,120,symmetric,image/HMW816112706.201625.jpg
994,45,3,120,120,symmetric,image/HMW816112712.201625.jpg
1000,35,3,100,100,symmetric,image/HMW816112718.201625.jpg
998,35,3,60,60,symmetric,image/HMW816122118.201626.jpg
994,40,3,60,60,symmetric,image/HMW816122200.201626.jpg
994,40,3,60,60,symmetric,image/HMW816122206.201626.jpg
992,45,3,60,60,symmetric,image/HMW816122212.201626.jpg
985,55,4,120,90,NE,image/HMW816122218.201626.jpg
985,55,4,120,90,NE,image/HMW816122300.201626.jpg
970,70,5,150,90,N,image/HMW816122306.201626.jpg
955,80,5,150,90,N,image/HMW816122312.201626.jpg
950,85,5,150,90,N,image/HMW816122318.201626.jpg
935,95,5,180,90,N,image/HMW816122400.201626.jpg
915,105,5,180,90,N,image/HMW816122406.201626.jpg
915,105,5,180,90,N,image/HMW816122412.201626.jpg
915,105,5,180,90,N,image/HMW816122418.201626.jpg
915,105,5,180,90,N,image/HMW816122500.201626.jpg
925,100,5,180,90,N,image/HMW816122506.201626.jpg
925,100,5,180,90,N,image/HMW816122512.201626.jpg
950,85,5,120,90,N,image/HMW816122518.201626.jpg
950,85,5,120,90,N,image/HMW816122600.201626.jpg
970,70,5,80,80,symmetric,image/HMW816122606.201626.jpg
970,70,5,80,80,symmetric,image/HMW816122612.201626.jpg
975,65,5,80,80,symmetric,image/HMW816122618.201626.jpg
980,60,4,80,80,symmetric,image/HMW816122700.201626.jpg
985,50,4,80,80,symmetric,image/HMW816122706.201626.jpg
996,40,3,80,80,symmetric,image/HMW816122712.201626.jpg
1002,35,3,120,90,E,image/HMW817042518.201701.jpg
1002,35,3,120,90,E,image/HMW817042600.201701.jpg
1002,35,3,120,90,E,image/HMW817042606.201701.jpg
1002,35,3,120,90,E,image/HMW817042612.201701.jpg
1002,35,3,120,90,E,image/HMW817042618.201701.jpg
1002,35,3,120,90,E,image/HMW817042700.201701.jpg
1002,35,3,80,80,symmetric,image/HMW817061100.201702.jpg
1002,35,3,100,80,E,image/HMW817061106.201702.jpg
1002,35,3,100,80,E,image/HMW817061112.201702.jpg
998,40,3,100,80,E,image/HMW817061118.201702.jpg
994,45,3,100,80,E,image/HMW817061200.201702.jpg
990,50,4,100,80,E,image/HMW817061206.201702.jpg
985,55,4,100,80,E,image/HMW817061212.201702.jpg
994,45,3,100,80,E,image/HMW817061218.201702.jpg
1002,35,3,60,60,symmetric,image/HMW817070200.201703.jpg
1002,35,3,60,60,symmetric,image/HMW817070206.201703.jpg
998,40,3,60,60,symmetric,image/HMW817070212.201703.jpg
990,50,4,100,60,E,image/HMW817070218.201703.jpg
990,50,4,100,60,E,image/HMW817070300.201703.jpg
985,55,4,100,60,E,image/HMW817070306.201703.jpg
985,55,4,100,60,E,image/HMW817070312.201703.jpg
985,55,4,100,60,E,image/HMW817070315.201703.jpg
985,55,4,100,60,E,image/HMW817070318.201703.jpg
985,55,4,100,60,E,image/HMW817070321.201703.jpg
985,55,4,100,60,E,image/HMW817070323.201703.jpg
990,50,4,100,60,SE,image/HMW817070400.201703.jpg
990,50,4,100,60,SE,image/HMW817070403.201703.jpg
990,50,4,100,60,SE,image/HMW817070406.201703.jpg
990,50,4,100,60,SE,image/HMW817070407.201703.jpg
990,50,4,100,60,SE,image/HMW817070409.201703.jpg
990,50,4,120,60,S,image/HMW817070412.201703.jpg
990,50,4,120,60,S,image/HMW817070415.201703.jpg
990,50,4,120,60,S,image/HMW817070418.201703.jpg
998,35,3,120,120,symmetric,image/HMW817071506.201704.jpg
996,40,3,120,120,symmetric,image/HMW817071512.201704.jpg
996,40,3,150,150,symmetric,image/HMW817071518.201704.jpg
992,45,3,180,180,symmetric,image/HMW817071600.201704.jpg
990,50,4,210,180,NW,image/HMW817071606.201704.jpg
990,50,4,210,180,N,image/HMW817071612.201704.jpg
985,50,4,180,180,symmetric,image/HMW817071618.201704.jpg
992,40,3,150,150,symmetric,image/HMW817071700.201704.jpg
996,35,3,90,90,symmetric,image/HMW817071706.201704.jpg
1006,35,3,120,90,N,image/HMW817072106.201706.jpg
1006,35,3,120,90,N,image/HMW817072112.201706.jpg
1004,40,3,180,120,N,image/HMW817072118.201706.jpg
1004,40,3,180,120,N,image/HMW817072200.201706.jpg
1004,40,3,180,120,N,image/HMW817072206.201706.jpg
1004,40,3,180,120,N,image/HMW817072212.201706.jpg
1004,40,3,180,120,N,image/HMW817072218.201706.jpg
1004,40,3,180,120,N,image/HMW817072300.201706.jpg
1002,40,3,180,120,N,image/HMW817072306.201706.jpg
1002,40,3,180,120,N,image/HMW817072312.201706.jpg
1002,40,3,180,120,N,image/HMW817072318.201706.jpg
1002,40,3,180,120,N,image/HMW817072400.201706.jpg
1002,40,3,160,90,NE,image/HMW817072406.201706.jpg
1002,40,3,160,90,NE,image/HMW817072412.201706.jpg
1002,35,3,160,90,NE,image/HMW817072418.201706.jpg
1002,35,3,120,90,NE,image/HMW817072500.201706.jpg
1002,35,3,120,90,NE,image/HMW817072506.201706.jpg
1002,35,3,120,90,NE,image/HMW817072512.201706.jpg
1004,35,3,50,50,symmetric,image/HMW817072206.201707.jpg
1002,35,3,50,50,symmetric,image/HMW817072212.201707.jpg
1002,35,3,50,50,symmetric,image/HMW817072218.201707.jpg
1002,35,3,30,30,symmetric,image/HMW817072300.201707.jpg
1000,35,3,30,30,symmetric,image/HMW817072300.201708.jpg
1000,35,3,30,30,symmetric,image/HMW817072306.201708.jpg
1000,35,3,30,30,symmetric,image/HMW817072312.201708.jpg
998,35,3,30,30,symmetric,image/HMW817072318.201708.jpg
998,35,3,30,30,symmetric,image/HMW817072400.201708.jpg
996,35,3,30,30,symmetric,image/HMW817072406.201708.jpg
996,35,3,30,30,symmetric,image/HMW817072412.201708.jpg
994,35,3,30,30,symmetric,image/HMW817072418.201708.jpg
994,35,3,30,30,symmetric,image/HMW817072500.201708.jpg
994,35,3,30,30,symmetric,image/HMW817072506.201708.jpg
1000,35,3,150,90,SW,image/HMW817072518.201709.jpg
996,40,3,150,90,SW,image/HMW817072600.201709.jpg
996,40,3,150,90,SW,image/HMW817072606.201709.jpg
996,40,3,150,90,SW,image/HMW817072612.201709.jpg
994,45,3,150,90,SW,image/HMW817072618.201709.jpg
990,50,4,150,90,SW,image/HMW817072700.201709.jpg
990,50,4,150,90,SW,image/HMW817072706.201709.jpg
990,50,4,150,90,SW,image/HMW817072712.201709.jpg
990,50,4,180,120,SE,image/HMW817072718.201709.jpg
985,55,4,210,150,SE,image/HMW817072800.201709.jpg
975,65,5,210,150,SE,image/HMW817072806.201709.jpg
970,70,5,210,150,SE,image/HMW817072812.201709.jpg
960,80,5,210,150,SE,image/HMW817072818.201709.jpg
960,80,5,210,150,SE,image/HMW817072900.201709.jpg
960,80,5,210,150,SE,image/HMW817072906.201709.jpg
960,80,5,210,150,SE,image/HMW817072909.201709.jpg
960,80,5,210,150,SE,image/HMW817072912.201709.jpg
970,70,5,180,120,SE,image/HMW817072915.201709.jpg
970,70,5,180,120,SE,image/HMW817072918.201709.jpg
985,50,4,150,120,SE,image/HMW817073000.201709.jpg
990,35,3,120,90,E,image/HMW817073006.201709.jpg
996,35,3,240,120,S,image/HMW817072818.201710.jpg
994,35,3,240,120,S,image/HMW817072900.201710.jpg
990,40,3,240,120,S,image/HMW817072906.201710.jpg
990,40,3,240,120,S,image/HMW817072912.201710.jpg
990,40,3,240,120,S,image/HMW817072918.201710.jpg
990,40,3,240,120,S,image/HMW817073000.201710.jpg
985,45,3,240,120,S,image/HMW817073006.201710.jpg
990,40,3,240,120,S,image/HMW817073012.201710.jpg
990,40,3,240,120,S,image/HMW817073018.201710.jpg
992,35,3,240,120,S,image/HMW817073100.201710.jpg
998,35,3,180,120,SE,image/HMW817080200.201711.jpg
996,40,3,180,120,E,image/HMW817080206.201711.jpg
996,40,3,180,120,E,image/HMW817080212.201711.jpg
992,40,3,180,120,NE,image/HMW817080218.201711.jpg
992,40,3,180,120,NE,image/HMW817080300.201711.jpg
992,40,3,180,120,NE,image/HMW817080306.201711.jpg
992,40,3,180,120,NE,image/HMW817080312.201711.jpg
992,40,3,180,120,NE,image/HMW817080318.201711.jpg
992,40,3,240,150,NE,image/HMW817080400.201711.jpg
992,40,3,240,150,NE,image/HMW817080406.201711.jpg
992,40,3,240,150,NE,image/HMW817080412.201711.jpg
992,40,3,240,150,NE,image/HMW817080418.201711.jpg
992,40,3,240,150,NE,image/HMW817080500.201711.jpg
990,45,3,240,150,NE,image/HMW817080506.201711.jpg
990,45,3,240,150,NE,image/HMW817080512.201711.jpg
1002,35,3,90,90,symmetric,image/HMW817081112.201712.jpg
996,45,3,90,90,symmetric,image/HMW817081118.201712.jpg
990,50,4,90,90,symmetric,image/HMW817081200.201712.jpg
980,60,4,90,90,symmetric,image/HMW817081206.201712.jpg
975,65,5,90,90,symmetric,image/HMW817081212.201712.jpg
965,70,5,90,90,symmetric,image/HMW817081218.201712.jpg
955,80,5,90,90,symmetric,image/HMW817081300.201712.jpg
955,80,5,90,90,symmetric,image/HMW817081306.201712.jpg
955,80,5,90,90,symmetric,image/HMW817081312.201712.jpg
960,75,5,90,90,symmetric,image/HMW817081318.201712.jpg
965,70,5,90,90,symmetric,image/HMW817081400.201712.jpg
965,70,5,90,90,symmetric,image/HMW817081406.201712.jpg
965,70,5,90,90,symmetric,image/HMW817081412.201712.jpg
965,70,5,90,90,symmetric,image/HMW817081418.201712.jpg
965,70,5,90,90,symmetric,image/HMW817081500.201712.jpg
975,65,5,90,90,symmetric,image/HMW817081506.201712.jpg
980,60,4,90,90,symmetric,image/HMW817081512.201712.jpg
980,60,4,90,90,symmetric,image/HMW817081518.201712.jpg
980,60,4,90,90,symmetric,image/HMW817081600.201712.jpg
980,60,4,90,90,symmetric,image/HMW817081606.201712.jpg
985,55,4,90,90,symmetric,image/HMW817081612.201712.jpg
990,50,4,90,90,symmetric,image/HMW817081618.201712.jpg
994,45,3,120,90,SE,image/HMW817081700.201712.jpg
998,35,3,150,150,symmetric,image/HMW817082012.201713.jpg
996,35,3,150,120,NW,image/HMW817082018.201713.jpg
994,35,3,150,120,NW,image/HMW817082100.201713.jpg
994,35,3,150,120,NW,image/HMW817082106.201713.jpg
990,40,3,150,120,NW,image/HMW817082112.201713.jpg
990,40,3,150,120,NW,image/HMW817082118.201713.jpg
985,45,3,150,120,NW,image/HMW817082200.201713.jpg
975,60,4,180,120,SW,image/HMW817082206.201713.jpg
975,60,4,180,120,W,image/HMW817082212.201713.jpg
970,65,5,180,120,W,image/HMW817082218.201713.jpg
965,75,5,180,120,S,image/HMW817082300.201713.jpg
965,75,5,180,90,S,image/HMW817082306.201713.jpg
985,50,4,90,90,symmetric,image/HMW817082312.201713.jpg
994,40,3,90,90,symmetric,image/HMW817082318.201713.jpg
996,35,3,90,90,symmetric,image/HMW817082400.201713.jpg
996,35,3,60,60,symmetric,image/HMW817082406.201713.jpg
1000,35,3,150,150,symmetric,image/HMW817082418.201714.jpg
996,40,3,150,150,symmetric,image/HMW817082500.201714.jpg
996,40,3,150,150,symmetric,image/HMW817082506.201714.jpg
994,45,3,150,150,symmetric,image/HMW817082512.201714.jpg
998,40,3,150,150,symmetric,image/HMW817082518.201714.jpg
996,40,3,210,210,symmetric,image/HMW817082600.201714.jpg
994,40,3,210,210,symmetric,image/HMW817082606.201714.jpg
992,45,3,300,300,symmetric,image/HMW817082612.201714.jpg
990,50,4,270,270,symmetric,image/HMW817082618.201714.jpg
985,55,4,270,180,SE,image/HMW817082700.201714.jpg
996,40,3,240,150,S,image/HMW817082706.201714.jpg
998,35,3,180,120,SE,image/HMW817082712.201714.jpg
994,35,3,180,180,symmetric,image/HMW817082806.201715.jpg
994,35,3,350,210,S,image/HMW817082812.201715.jpg
992,40,3,400,240,S,image/HMW817082818.201715.jpg
992,40,3,500,270,S,image/HMW817082900.201715.jpg
992,40,3,500,270,SE,image/HMW817082906.201715.jpg
992,40,3,500,270,SE,image/HMW817082912.201715.jpg
985,45,3,500,270,SE,image/HMW817082918.201715.jpg
980,50,4,500,270,SE,image/HMW817083000.201715.jpg
975,55,4,500,270,SE,image/HMW817083003.201715.jpg
970,55,4,500,270,SE,image/HMW817083006.201715.jpg
970,55,4,500,270,SE,image/HMW817083009.201715.jpg
970,55,4,500,270,SE,image/HMW817083012.201715.jpg
970,55,4,500,270,SE,image/HMW817083015.201715.jpg
970,55,4,500,270,SE,image/HMW817083018.201715.jpg
970,55,4,400,300,E,image/HMW817083021.201715.jpg
970,55,4,400,300,E,image/HMW817083100.201715.jpg
970,55,4,400,300,E,image/HMW817083103.201715.jpg
965,60,4,400,300,E,image/HMW817083106.201715.jpg
965,60,4,400,300,E,image/HMW817083109.201715.jpg
965,65,5,300,300,symmetric,image/HMW817083112.201715.jpg
965,65,5,300,300,symmetric,image/HMW817083115.201715.jpg
960,70,5,300,300,symmetric,image/HMW817083118.201715.jpg
955,75,5,300,300,symmetric,image/HMW817083121.201715.jpg
955,80,5,300,300,symmetric,image/HMW817090100.201715.jpg
955,80,5,300,300,symmetric,image/HMW817090103.201715.jpg
955,80,5,300,300,symmetric,image/HMW817090106.201715.jpg
955,80,5,300,300,symmetric,image/HMW817090109.201715.jpg
955,80,5,300,300,symmetric,image/HMW817090112.201715.jpg
960,70,5,300,300,symmetric,image/HMW817090118.201715.jpg
965,65,5,300,300,symmetric,image/HMW817090200.201715.jpg
965,65,5,300,300,symmetric,image/HMW817090206.201715.jpg
965,65,5,350,350,symmetric,image/HMW817090212.201715.jpg
965,65,5,400,400,symmetric,image/HMW817090218.201715.jpg
965,65,5,400,400,symmetric,image/HMW817090300.201715.jpg
965,65,5,400,400,symmetric,image/HMW817090306.201715.jpg
998,35,3,120,60,N,image/HMW817083118.201716.jpg
998,35,3,120,60,N,image/HMW817090100.201716.jpg
998,35,3,120,60,N,image/HMW817090106.201716.jpg
996,40,3,120,60,N,image/HMW817090112.201716.jpg
994,45,3,120,60,N,image/HMW817090118.201716.jpg
990,50,4,120,60,N,image/HMW817090200.201716.jpg
990,50,4,120,60,N,image/HMW817090206.201716.jpg
990,50,4,120,60,NE,image/HMW817090212.201716.jpg
990,50,4,120,60,NE,image/HMW817090218.201716.jpg
990,50,4,120,60,NE,image/HMW817090300.201716.jpg
990,50,4,120,60,NE,image/HMW817090306.201716.jpg
992,45,3,90,60,NE,image/HMW817090312.201716.jpg
1000,35,3,60,60,symmetric,image/HMW817090318.201716.jpg
1000,35,3,90,90,symmetric,image/HMW817090518.201717.jpg
1000,35,3,90,90,symmetric,image/HMW817090600.201717.jpg
1000,35,3,90,90,symmetric,image/HMW817090606.201717.jpg
1004,35,3,60,60,symmetric,image/HMW817090612.201717.jpg
1000,35,3,60,60,symmetric,image/HMW817090912.201718.jpg
996,40,3,90,90,symmetric,image/HMW817090918.201718.jpg
990,45,3,120,120,symmetric,image/HMW817091000.201718.jpg
990,45,3,150,150,symmetric,image/HMW817091006.201718.jpg
990,45,3,180,180,symmetric,image/HMW817091012.201718.jpg
985,50,4,180,180,symmetric,image/HMW817091018.201718.jpg
980,55,4,180,180,symmetric,image/HMW817091100.201718.jpg
975,60,4,180,180,symmetric,image/HMW817091106.201718.jpg
975,60,4,180,180,symmetric,image/HMW817091112.201718.jpg
965,65,5,210,210,symmetric,image/HMW817091118.201718.jpg
960,70,5,210,210,symmetric,image/HMW817091200.201718.jpg
955,80,5,210,210,symmetric,image/HMW817091206.201718.jpg
955,80,5,210,210,symmetric,image/HMW817091212.201718.jpg
955,80,5,210,210,symmetric,image/HMW817091215.201718.jpg
955,80,5,210,210,symmetric,image/HMW817091218.201718.jpg
955,80,5,210,210,symmetric,image/HMW817091221.201718.jpg
955,80,5,210,210,symmetric,image/HMW817091300.201718.jpg
955,80,5,210,210,symmetric,image/HMW817091303.201718.jpg
955,80,5,210,210,symmetric,image/HMW817091306.201718.jpg
950,80,5,210,210,symmetric,image/HMW817091309.201718.jpg
945,85,5,240,240,symmetric,image/HMW817091312.201718.jpg
945,85,5,240,240,symmetric,image/HMW817091315.201718.jpg
940,90,5,240,240,symmetric,image/HMW817091318.201718.jpg
940,90,5,240,240,symmetric,image/HMW817091321.201718.jpg
935,95,5,240,240,symmetric,image/HMW817091400.201718.jpg
935,95,5,240,240,symmetric,image/HMW817091406.201718.jpg
935,95,5,240,240,symmetric,image/HMW817091412.201718.jpg
935,95,5,240,240,symmetric,image/HMW817091418.201718.jpg
940,85,5,270,270,symmetric,image/HMW817091500.201718.jpg
950,80,5,270,270,symmetric,image/HMW817091506.201718.jpg
950,80,5,270,270,symmetric,image/HMW817091512.201718.jpg
955,75,5,270,270,symmetric,image/HMW817091518.201718.jpg
960,70,5,270,270,symmetric,image/HMW817091600.201718.jpg
965,65,5,300,240,NE,image/HMW817091603.201718.jpg
965,65,5,300,240,NE,image/HMW817091606.201718.jpg
965,65,5,300,240,NE,image/HMW817091609.201718.jpg
965,65,5,300,240,NE,image/HMW817091612.201718.jpg
965,65,5,300,240,NE,image/HMW817091615.201718.jpg
965,65,5,300,240,NE,image/HMW817091618.201718.jpg
970,60,4,300,240,NE,image/HMW817091621.201718.jpg
970,60,4,300,240,NE,image/HMW817091700.201718.jpg
975,55,4,300,180,E,image/HMW817091702.201718.jpg
975,55,4,300,180,E,image/HMW817091703.201718.jpg
975,55,4,300,180,E,image/HMW817091706.201718.jpg
975,55,4,300,180,E,image/HMW817091707.201718.jpg
975,55,4,300,180,E,image/HMW817091709.201718.jpg
975,55,4,300,180,E,image/HMW817091712.201718.jpg
975,55,4,300,180,E,image/HMW817091713.201718.jpg
975,55,4,300,180,E,image/HMW817091715.201718.jpg
998,35,3,90,90,symmetric,image/HMW817091212.201719.jpg
998,40,3,120,120,symmetric,image/HMW817091218.201719.jpg
996,40,3,180,180,symmetric,image/HMW817091300.201719.jpg
996,40,3,180,180,symmetric,image/HMW817091306.201719.jpg
996,40,3,210,180,NE,image/HMW817091312.201719.jpg
990,50,4,240,180,NE,image/HMW817091318.201719.jpg
980,55,4,270,180,N,image/HMW817091400.201719.jpg
970,65,5,270,180,N,image/HMW817091406.201719.jpg
955,80,5,240,150,N,image/HMW817091412.201719.jpg
955,80,5,240,150,N,image/HMW817091418.201719.jpg
955,80,5,210,150,N,image/HMW817091500.201719.jpg
955,80,5,210,150,N,image/HMW817091506.201719.jpg
980,60,4,210,150,N,image/HMW817091512.201719.jpg
996,40,3,210,150,N,image/HMW817091518.201719.jpg
996,35,3,210,150,NW,image/HMW817101212.201720.jpg
994,35,3,240,150,NW,image/HMW817101218.201720.jpg
992,35,3,240,150,NW,image/HMW817101300.201720.jpg
985,45,3,240,150,N,image/HMW817101306.201720.jpg
985,45,3,270,150,N,image/HMW817101312.201720.jpg
980,50,4,270,150,N,image/HMW817101318.201720.jpg
980,50,4,270,150,N,image/HMW817101400.201720.jpg
975,55,4,270,150,NW,image/HMW817101406.201720.jpg
970,60,4,270,210,NW,image/HMW817101412.201720.jpg
960,70,5,270,210,NW,image/HMW817101418.201720.jpg
955,75,5,270,210,SW,image/HMW817101500.201720.jpg
960,70,5,240,180,S,image/HMW817101506.201720.jpg
975,50,4,180,120,SE,image/HMW817101512.201720.jpg
990,40,3,120,90,SE,image/HMW817101518.201720.jpg
1000,35,3,90,90,symmetric,image/HMW817101518.201721.jpg
1000,35,3,90,90,symmetric,image/HMW817101600.201721.jpg
996,40,3,120,120,symmetric,image/HMW817101606.201721.jpg
996,40,3,120,120,symmetric,image/HMW817101612.201721.jpg
992,45,3,180,180,symmetric,image/HMW817101618.201721.jpg
992,45,3,180,180,symmetric,image/HMW817101700.201721.jpg
985,50,4,300,180,S,image/HMW817101706.201721.jpg
980,55,4,300,180,S,image/HMW817101712.201721.jpg
970,65,5,300,180,S,image/HMW817101718.201721.jpg
970,65,5,300,180,S,image/HMW817101800.201721.jpg
970,65,5,300,180,S,image/HMW817101806.201721.jpg
970,65,5,400,300,S,image/HMW817101812.201721.jpg
970,65,5,400,300,S,image/HMW817101818.201721.jpg
965,70,5,425,300,S,image/HMW817101900.201721.jpg
965,70,5,425,300,S,image/HMW817101906.201721.jpg
965,70,5,425,300,S,image/HMW817101912.201721.jpg
965,70,5,425,300,S,image/HMW817101918.201721.jpg
965,70,5,450,350,S,image/HMW817102000.201721.jpg
950,80,5,450,350,S,image/HMW817102006.201721.jpg
945,85,5,450,350,S,image/HMW817102012.201721.jpg
935,90,5,450,350,S,image/HMW817102018.201721.jpg
935,90,5,450,350,W,image/HMW817102100.201721.jpg
935,90,5,450,350,NW,image/HMW817102103.201721.jpg
935,90,5,450,350,NW,image/HMW817102106.201721.jpg
935,90,5,450,350,NW,image/HMW817102109.201721.jpg
935,90,5,450,350,NW,image/HMW817102112.201721.jpg
925,95,5,450,350,NW,image/HMW817102115.201721.jpg
915,100,5,450,350,NW,image/HMW817102118.201721.jpg
915,100,5,450,350,NW,image/HMW817102121.201721.jpg
915,100,5,400,400,symmetric,image/HMW817102200.201721.jpg
915,100,5,400,400,symmetric,image/HMW817102203.201721.jpg
915,100,5,400,400,symmetric,image/HMW817102206.201721.jpg
925,95,5,400,400,symmetric,image/HMW817102209.201721.jpg
935,90,5,400,400,symmetric,image/HMW817102212.201721.jpg
945,85,5,450,450,symmetric,image/HMW817102215.201721.jpg
950,80,5,450,450,symmetric,image/HMW817102218.201721.jpg
965,65,5,450,450,symmetric,image/HMW817102221.201721.jpg
1000,35,3,150,150,symmetric,image/HMW817102412.201722.jpg
1000,35,3,210,210,symmetric,image/HMW817102418.201722.jpg
998,40,3,210,210,symmetric,image/HMW817102500.201722.jpg
998,40,3,240,210,N,image/HMW817102506.201722.jpg
998,40,3,240,210,N,image/HMW817102512.201722.jpg
996,40,3,240,210,N,image/HMW817102518.201722.jpg
992,45,3,240,210,N,image/HMW817102600.201722.jpg
992,45,3,240,210,N,image/HMW817102606.201722.jpg
992,45,3,240,210,N,image/HMW817102612.201722.jpg
992,45,3,240,210,N,image/HMW817102618.201722.jpg
990,50,4,240,210,N,image/HMW817102700.201722.jpg
990,50,4,240,210,N,image/HMW817102706.201722.jpg
985,55,4,240,210,N,image/HMW817102712.201722.jpg
985,55,4,240,210,N,image/HMW817102715.201722.jpg
975,60,4,300,210,N,image/HMW817102718.201722.jpg
975,60,4,300,210,N,image/HMW817102721.201722.jpg
975,60,4,300,210,N,image/HMW817102800.201722.jpg
975,60,4,300,210,N,image/HMW817102803.201722.jpg
975,60,4,300,210,N,image/HMW817102804.201722.jpg
975,60,4,300,210,N,image/HMW817102806.201722.jpg
975,60,4,300,210,N,image/HMW817102812.201722.jpg
975,60,4,300,210,N,image/HMW817102815.201722.jpg
975,60,4,300,210,N,image/HMW817102818.201722.jpg
975,60,4,300,210,N,image/HMW817102821.201722.jpg
975,60,4,300,210,N,image/HMW817102900.201722.jpg
975,60,4,270,210,N,image/HMW817102903.201722.jpg
975,60,4,240,240,symmetric,image/HMW817102906.201722.jpg
975,60,4,270,210,SE,image/HMW817102909.201722.jpg
1000,35,3,120,120,symmetric,image/HMW817110200.201723.jpg
996,40,3,240,180,NW,image/HMW817110206.201723.jpg
994,40,3,240,180,NW,image/HMW817110212.201723.jpg
985,55,4,240,180,NW,image/HMW817110218.201723.jpg
975,65,5,240,180,NW,image/HMW817110300.201723.jpg
970,70,5,270,210,NW,image/HMW817110306.201723.jpg
970,70,5,270,210,NW,image/HMW817110312.201723.jpg
970,70,5,240,240,symmetric,image/HMW817110318.201723.jpg
970,70,5,160,160,symmetric,image/HMW817110400.201723.jpg
985,55,4,130,130,symmetric,image/HMW817110406.201723.jpg
1000,35,3,100,100,symmetric,image/HMW817110412.201723.jpg
1002,35,3,60,60,symmetric,image/HMW817111000.201724.jpg
1002,35,3,60,60,symmetric,image/HMW817111006.201724.jpg
1002,35,3,60,60,symmetric,image/HMW817111012.201724.jpg
1000,35,3,90,60,NW,image/HMW817111018.201724.jpg
998,40,3,120,60,NW,image/HMW817111100.201724.jpg
998,40,3,120,60,NW,image/HMW817111106.201724.jpg
998,40,3,120,60,NW,image/HMW817111112.201724.jpg
1000,35,3,90,60,NW,image/HMW817111118.201724.jpg
1002,35,3,90,60,NW,image/HMW817111200.201724.jpg
1000,35,3,60,60,symmetric,image/HMW817111800.201725.jpg
1000,35,3,60,60,symmetric,image/HMW817111806.201725.jpg
1000,35,3,60,60,symmetric,image/HMW817111812.201725.jpg
1000,35,3,60,60,symmetric,image/HMW817111818.201725.jpg
1000,35,3,120,120,symmetric,image/HMW817121400.201726.jpg
1000,35,3,120,120,symmetric,image/HMW817121406.201726.jpg
998,40,3,150,150,symmetric,image/HMW817121412.201726.jpg
998,40,3,150,150,symmetric,image/HMW817121418.201726.jpg
996,40,3,180,180,symmetric,image/HMW817121500.201726.jpg
994,40,3,180,180,symmetric,image/HMW817121506.201726.jpg
996,35,3,180,120,SE,image/HMW817121512.201726.jpg
996,35,3,180,120,SE,image/HMW817121518.201726.jpg
998,35,3,180,120,SE,image/HMW817121600.201726.jpg
998,35,3,150,80,SE,image/HMW817121606.201726.jpg
